('algorithm', 'MR')
('gpu', 0)
('seed', 13)
('save_dir', './record/')
('rounds2', 200)
('local_ep', 5)
('frac2', 0.1)
('num_users', 100)
('local_bs', 32)
('lr', 0.1)
('model', 'lenet')
('num_classes', 10)
('level_n_system', 1.0)
('level_n_lowerb', 0.5)
('alpha_dirichlet', 10)
('non_iid_prob_class', 0.7)
('dataset', 'mnist')
('iid', True)
('LID_k', 20)
('iteration1', 5)
('rounds1', 200)
('frac1', 0.01)
('pretrained', False)
('mixup', False)
('alpha', 1)
('beta', 5)
('relabel_ratio', 0.5)
('confidence_thres', 0.5)
('clean_set_thres', 0.1)
('fine_tuning', True)
('correction', True)
('T_pl', 100)
('lambda_cen', 1.0)
('lambda_e', 0.8)
('num_gradual', 10)
('forget_rate', 0.2)
('lr_decay', 0.1)
('schedule', [])
('momentum', 0.5)
('weight_decay', 0.0001)
('feature_dim', 128)
('plr', 0.1)
('lamda', 15)
('K', 5)
('gamma', 1)
('begin_sel', 10)
('device', device(type='cuda', index=0))
Client 0, noise level: 0.8484 (0.7635), real noise ratio: 0.7663
Client 1, noise level: 0.9815 (0.8834), real noise ratio: 0.8711
Client 2, noise level: 0.6389 (0.5750), real noise ratio: 0.5378
Client 3, noise level: 0.6168 (0.5551), real noise ratio: 0.5601
Client 4, noise level: 0.9228 (0.8306), real noise ratio: 0.8076
Client 5, noise level: 0.6121 (0.5509), real noise ratio: 0.5584
Client 6, noise level: 0.8445 (0.7600), real noise ratio: 0.7766
Client 7, noise level: 0.5767 (0.5191), real noise ratio: 0.4845
Client 8, noise level: 0.6018 (0.5416), real noise ratio: 0.4931
Client 9, noise level: 0.5338 (0.4804), real noise ratio: 0.4828
Client 10, noise level: 0.8747 (0.7873), real noise ratio: 0.7801
Client 11, noise level: 0.5900 (0.5310), real noise ratio: 0.5808
Client 12, noise level: 0.5621 (0.5059), real noise ratio: 0.5206
Client 13, noise level: 0.6124 (0.5512), real noise ratio: 0.5739
Client 14, noise level: 0.6397 (0.5758), real noise ratio: 0.5808
Client 15, noise level: 0.5169 (0.4652), real noise ratio: 0.4811
Client 16, noise level: 0.6272 (0.5645), real noise ratio: 0.5584
Client 17, noise level: 0.8344 (0.7510), real noise ratio: 0.7320
Client 18, noise level: 0.8800 (0.7920), real noise ratio: 0.7698
Client 19, noise level: 0.6130 (0.5517), real noise ratio: 0.5636
Client 20, noise level: 0.8059 (0.7253), real noise ratio: 0.7148
Client 21, noise level: 0.9561 (0.8605), real noise ratio: 0.8694
Client 22, noise level: 0.7708 (0.6937), real noise ratio: 0.6924
Client 23, noise level: 0.6870 (0.6183), real noise ratio: 0.6168
Client 24, noise level: 0.5066 (0.4559), real noise ratio: 0.4313
Client 25, noise level: 0.9147 (0.8232), real noise ratio: 0.8162
Client 26, noise level: 0.9083 (0.8175), real noise ratio: 0.8419
Client 27, noise level: 0.5399 (0.4859), real noise ratio: 0.4656
Client 28, noise level: 0.5858 (0.5273), real noise ratio: 0.5000
Client 29, noise level: 0.9191 (0.8272), real noise ratio: 0.8247
Client 30, noise level: 0.7821 (0.7039), real noise ratio: 0.6804
Client 31, noise level: 0.6749 (0.6074), real noise ratio: 0.6048
Client 32, noise level: 0.5725 (0.5153), real noise ratio: 0.5137
Client 33, noise level: 0.5493 (0.4943), real noise ratio: 0.4880
Client 34, noise level: 0.7801 (0.7021), real noise ratio: 0.6959
Client 35, noise level: 0.8550 (0.7695), real noise ratio: 0.7904
Client 36, noise level: 0.9754 (0.8779), real noise ratio: 0.8763
