('algorithm', 'FedProx')
('gpu', 1)
('seed', 13)
('save_dir', './record/')
('rounds2', 200)
('local_ep', 5)
('frac2', 0.1)
('num_users', 100)
('local_bs', 32)
('lr', 0.1)
('model', 'lenet')
('num_classes', 10)
('level_n_system', 1.0)
('level_n_lowerb', 0.5)
('alpha_dirichlet', 10)
('non_iid_prob_class', 0.5)
('dataset', 'mnist')
('iid', True)
('LID_k', 20)
('iteration1', 5)
('rounds1', 200)
('frac1', 0.01)
('pretrained', False)
('mixup', False)
('alpha', 1)
('beta', 5)
('relabel_ratio', 0.5)
('confidence_thres', 0.5)
('clean_set_thres', 0.1)
('fine_tuning', True)
('correction', True)
('T_pl', 100)
('lambda_cen', 1.0)
('lambda_e', 0.8)
('num_gradual', 10)
('forget_rate', 0.2)
('lr_decay', 0.1)
('schedule', [])
('momentum', 0.5)
('weight_decay', 0.0001)
('feature_dim', 128)
('plr', 0.1)
('lamda', 15)
('K', 1)
('gamma', 1)
('begin_sel', 10)
('max_beta', 2)
('mu', 0.01)
Round 43 global test acc  87.2900
Round 44 global test acc  89.1800
Round 45 global test acc  91.6100
Round 46 global test acc  93.3700
Round 47 global test acc  92.0800
Round 48 global test acc  94.0400
Round 49 global test acc  93.3500
Round 50 global test acc  92.0700
Round 51 global test acc  91.9100
Round 52 global test acc  91.6000
Round 53 global test acc  93.0400
Round 54 global test acc  93.4400
Round 55 global test acc  91.9800
Round 56 global test acc  91.4600
Round 57 global test acc  87.5600
Round 58 global test acc  92.5700
Round 59 global test acc  85.1900
Round 60 global test acc  92.8900
Round 61 global test acc  93.0800
Round 62 global test acc  91.3000
Round 63 global test acc  93.4200
Round 64 global test acc  93.6100
Round 65 global test acc  91.6700
Round 66 global test acc  93.0500
Round 67 global test acc  93.7900
Round 68 global test acc  91.9300
Round 69 global test acc  93.1900
Round 70 global test acc  94.2600
Round 71 global test acc  93.1500
Round 72 global test acc  94.2300
Round 73 global test acc  92.9900
Round 74 global test acc  87.5900
Round 75 global test acc  89.5900
Round 76 global test acc  91.7000
Round 77 global test acc  94.4100
Round 78 global test acc  93.2500
Round 79 global test acc  93.1600
Round 80 global test acc  87.3500
Round 81 global test acc  94.4500
Round 82 global test acc  93.4200
Round 83 global test acc  94.2000
Round 84 global test acc  94.7000
Round 85 global test acc  94.5900
Round 86 global test acc  92.2800
Round 87 global test acc  92.5400
Round 88 global test acc  94.4300
Round 89 global test acc  93.1800
Round 90 global test acc  94.0000
Round 91 global test acc  93.3500
Round 92 global test acc  91.6800
Round 93 global test acc  94.6800
Round 94 global test acc  94.6500
Round 95 global test acc  93.9200
Round 96 global test acc  95.3800
Round 97 global test acc  91.1800
Round 98 global test acc  94.4400
Round 99 global test acc  94.4100
Round 100 global test acc  93.3700
Round 101 global test acc  93.8600
Round 102 global test acc  94.4200
Round 103 global test acc  94.0200
Round 104 global test acc  95.1700
Round 105 global test acc  94.6800
Round 106 global test acc  93.7000
Round 107 global test acc  93.3800
Round 108 global test acc  94.4300
Round 109 global test acc  93.5400
Round 110 global test acc  92.9200
Round 111 global test acc  93.9300
Round 112 global test acc  93.3100
Round 113 global test acc  93.7800
Round 114 global test acc  90.4000
Round 115 global test acc  93.7600
Round 116 global test acc  94.3400
Round 117 global test acc  94.9600
Round 118 global test acc  94.0900
Round 119 global test acc  94.0800
Round 120 global test acc  91.3500
Round 121 global test acc  92.3800
Round 122 global test acc  92.8200
Round 123 global test acc  94.1500
Round 124 global test acc  88.2200
Round 125 global test acc  90.1000
Round 126 global test acc  92.6400
Round 127 global test acc  92.9200
Round 128 global test acc  92.4700
Round 129 global test acc  94.1700
Round 130 global test acc  93.8000
Round 131 global test acc  91.4300
Round 132 global test acc  92.9300
Round 133 global test acc  93.7500
Round 134 global test acc  89.5600
Round 135 global test acc  95.1200
Round 136 global test acc  93.4900
Round 137 global test acc  94.9700
Round 138 global test acc  92.2000
Round 139 global test acc  93.6200
Round 140 global test acc  93.8200
Round 141 global test acc  94.8000
Round 142 global test acc  90.9200
Round 143 global test acc  94.2100
Round 144 global test acc  94.6900
Round 145 global test acc  95.0200
Round 146 global test acc  94.2500
Round 147 global test acc  95.2300
Round 148 global test acc  93.5100
Round 149 global test acc  93.9200
Round 150 global test acc  93.8800
Round 151 global test acc  93.7200
Round 152 global test acc  93.1900
Round 153 global test acc  94.3900
Round 154 global test acc  95.5400
Round 155 global test acc  94.5800
Round 156 global test acc  94.4100
Round 157 global test acc  93.4200
Round 158 global test acc  95.3500
Round 159 global test acc  95.0800
Round 160 global test acc  91.4700
Round 161 global test acc  93.9900
Round 162 global test acc  94.8600
Round 163 global test acc  95.1900
Round 164 global test acc  93.5600
Round 165 global test acc  94.5000
Round 166 global test acc  93.6500
Round 167 global test acc  92.8400
Round 168 global test acc  95.0300
Round 169 global test acc  94.7700
Round 170 global test acc  93.1100
Round 171 global test acc  95.1700
